,message,hate_speech
3510,"The Armenian DNA R1b -- 32 % I -- 38 % R1a --- 6 % J --- 6 % Source : Authors : Michael E. Weale Levon Yepiskoposyan Rolf F. Jager Nelli Hovhannisyan Armine Khudoyan Oliver Burbage-Hall Neil Bradman , Mark G. Thomas Title : Armenian Y chromosome haplotypes reveal strong regional structure within a single ethno-national group Hum Genet ( 2001 ) 109 : 659 674 DOI 10.1007/s00439-001-0627-9 Received : 14 September 2001 / Accepted : 14 September 2001 / Published online : 30 October 2001 ORIGINAL INVESTIGATION M.E. Weale ( ✉ ) R.F. Jager O. Burbage-Hall N. Bradman M.G. Thomas Centre for Genetic Anthropology , Departments of Biology and Anthropology , University College London , University of London , Darwin Bdg , Gower St , London WC1E 6BT , UK e-mail : m.weale@ucl.ac.uk , Tel. : + 44-207-4043040 , Fax : + 44-207-4042081 L. Yepiskoposyan N. Hovhannisyan A. Khudoyan Institute of Man , Yerevan , Armenia R.F. Jager Faculteit Biologie , Vrije Universiteit Amsterdam , Amsterdam , The Netherlands http://www.ucl.ac.uk/tcga/tcgapdf/We ... 01-Armenia.pdf Table 1 Y chromosome haplogroup frequencies in six Armenian regions ( determined by paternal grandparental birthplace ) and eight comparative data sets Extract Ararat North Syunik K bakh Iranian West Turkey .",0
3511,Azer Syria Georgia Greece .,0
3512,Mongol England .,0
3513,"Friesl hg1 0.2273 0.2222 0.4000 0.4279 0.3214 0.2222 0.1908 0.1034 0.0909 0.0882 0.1515 0.0547 0.6323 0.5532 hg2 0.5909 0.5873 0.4286 0.4233 0.5179 0.5778 0.4913 0.5862 0.6136 0.8088 0.4848 0.6244 0.3000 0.3511 hg3 0.0423 0.0929 0.0558 0.0179 0.0333 0.1040 0.1034 0.0227 0.0441 0.0606 0.0249 0.0290 0.0745 Compare the Armenian regions ( Ararat , North , Syunik , K bakh ) [ blue ] with England and North German ( Friesl ) [ red ] and Mongols [ yellow ] The Armenians genes mark lg1 , that is , mainly , the modern R1b .",0
3514,The amount of the Armenians chromosome haplotypes are closer to the England one .,0
3515,R1b is the most common haplotypes defining the Europeans,0
3516,i found another example of a so called `` russian '' turk who hates armenians and georgians .,0
3517,"http://forum.skadi.net/favorite _ slav ... ight = armenians Last Seen : 1 Week Ago Join Date : Feb 2005 Tribe : Russian Subrace : Turanid Location : Saint-Petersburg Gender : Male Politics : Lappoid collectivist Religion : non-religious Banner : Golden Eagle Posts : 2,401 Reputation : 1366 Reputation Power : 2",0
3518,After watching these photos I got strange feeling they remind me somehow of nazi wehrmacht old photos .,0
3519,"I mean just look at these photos , dont you get same feeling ?",0
3520,Great news !,0
3521,The only way to deal with these animals is to give them a one way ticket to their filthy pig god .,1
3522,Edin D eko Bosnian soccer player Zvjezdan Misimović Mismovic and D eko Bosnian President Zeljko Komsic and Angela Lejla Damardzic Bosnian Special Forces OSE Bosnian Street people,0
3523,I want to know where did Celtic Nation found this picture : Just two girls looks to be portuguese .,0
3524,"Please , put pictures of average people here , not of models .",0
3525,Mate if you were one of them you would n't be asking .,0
3526,"Every f * cking school child knows that the Globe is round , only total PIZDAS do n't .",1
3527,Any purported `` holy book '' which says such vile & despicable things as the talmud says about Mary & Jesus cannot come from a place of goodness.Jews are so convinced of their superiority that they think they can trick God of their love & fidelity by pretending to honor him .,1
3528,Wow .,0
3529,What a maniacal & satanically twisted group Bush has hitched his wagon to .,0
3530,Are there any slavs that have black or darker hair color ???,0
3531,Are there also serbs who have black hair as well ?,0
3532,I think the topic starter 's point is if your a dissident of the American government and its foreign policy dont bow to Putin who is no better than we are in the US,0
3533,"i would like to see them , they are one of my all time faves !",0
3534,Are they playing old stuff or newer stuff more ?,0
3535,So... are you telling me that your proof of your 10 % black London population claim is based on the possible artistic license of painters of London sceneries ?,0
3536,Handyman admits to killing at least 8 Mass. women Bookmark this story for the next time some ignorant apologist for Negro crime claims that only white men are serial killers .,0
3537,"Hi everybody , I 'm a swiss man living in zuerich , I really like Russia , russian People , russian culture .. all from Russia !!!",0
3538,"Situation in Switzerland is terrible , blacks and muslims are everywhere ! We were a great Country with a great People but all these monkeys are transforming Switzerland in a zoo where law is not respected .",1
3539,"An example of muslim colonisation : in some schools we do n't celebrate Christmas anymore to respect the many islamic pupils ! Christmas is a part of OUR TRADITION , of OUR RELIGION !!!!",0
3540,The big problem is that some swiss are backing this colonisation !,0
3541,"Prostitution and drug is getting everywhere , dealers are from Senegal , Guinea , Nigeria , dirty prostitutes are fom Cameroun .",1
3542,Charming is knowing that all these unuseful beings lives in Switzerland as refugees !!!!,1
3543,"The immigration laws have not being updated so everybody can ask for a N-Card ( refugee permission ) , living here and the Social Security Departement of each canton will pay them 1.an one-piece appartement ( 300 $ /month ) 2.Hospital Insurance ( 200 $ /month ) 3.argent de poche ( 300 $ /month ) ....",0
3544,Switzerland pay 700 millions $ each year for refugees !!!,0
3545,"I had the luck ( ... ) to meet some africans in the past and I promise you that black are the worse cancer of the world , they 're ready to sell their own sister so you can imagine what will they do with our Countries ..",1
3546,Keep Russia free from dark skinned beings !!!! thank you and please forgive me for mistakes .,1
3547,"But one cannot deny that the greatest responsibility for this war goes to France and Great Britain , after all those are those two nations who have declared war in Germany ...",0
3548,I know what gypises look like in the easten Europe i seen many of them in Lviv Ukraine begging for my food .,0
3549,"These in Russia i saw was pure black as black as can be , maybe some of them was `` tourists '' and `` students '' but the ones i seen near the out door music show was wearing dirty clothes in their late 20s big gang off them , even seen a girl dating a black .",0
3550,I stayed with a Georgian family in Taganrog they was very nice and white and hated musilms .,0
3551,"Gang members targeted white victims in Denver attacks December 4 , 2009 http://www.kdvr.com/news/kdvr-affida ... , 2635245.story DENVER - Police believe a series of violent attacks in downtown Denver between July 17 and September 20 of this year were motivated by racial hatred of white people by the black suspects .",0
3552,Aww this boy must come from a deprived community .... not : http://homes.point2.com/US/Pennsylvania/Monroe-County/Stroud-Township-Real-Estate.aspx .,0
3553,I wonder if living in an affordable mansion would make me `` mentally infirmed '' also .,0
3554,Prosecutors charged a St. Louis man with 12 felonies Monday night in an early morning home invasion that left a nurse dead and an off-duty police officer and her firefighter boyfriend seriously injured .,0
3555,http://www.stltoday.com/stltoday/new ... A ? OpenDocument,0
3556,"Her victim Wesley Mosier was shot multiple times in the chest , then she and her teen aged son got out and proceeded to kick him repeatedly until the police showed up http://www.courier-journal.com/artic ... g + motorcyclist",0
3557,"You can clearly see in this video they want the white women to look dumb and crazy , whille the asian man looks intelligent and content .",0
3558,Classic brainwashing .,0
3559,I just asked on another related board if anyone had seen the at home alarm system commercial where the White guy breaks into a house and a Negro takes the alarm call and calls the cops ?,0
